"Region","Major RGI region","Mountain range region","Country","Glacier","RGI glacier ID","RGI glacier Area","Lake name","Lake type","Longitude","Latitude","River","Date","Min. date","Max. date","Outburst mechanism","Mean lake volume","Min. lake volume","Max. lake volume","Lake volume determination method","Mean flood volume","Min. flood volume","Max. flood volume","Flood volume determination method","Peak discharge","Min. peak discharge","Max. peak discharge","Peak discharge determination method","Impact and destruction","Reported impacts (categorized)","Occurrence of economic losses","Damage to buildings","Damage to bridges","Damage to roads or paths","Damage to railroads","Damage to utilities","Damage to flood protection measures","Damage to the environment","Resettlement","Reported fatalities","Further comments","Year of First Reference Found","References","Reference comments","Lake area before","Perimeter before","Image date before","Satellite before","Scenename before","Certainty level before","Lake area after","Image date after","Perimeter after","Satellite after","Scenename after","Certainty level after","Lake area comments"
"NW North America","Western Canada and USA","S Coast Ranges","Canada","Cumberland Glacier","RGI60-02.03629","3,315","MT Lake","ice","-124.518871","51.237632","","1983-08-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1985","Blown, I., & Church, M. (1985). Catastrophic lake drainage within the Homathko River basin, British Columbia. Canadian Geotechnical Journal, 22(4), 551-563.","","","","","","","","","","","","","",""
"NW North America","Alaska","St Elias Mtns","USA","Steller Glacier","RGI60-01.14883","743.599","Berg Lake","ice","-143.80331","60.403511","","1984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010","Molnia, B. F., & Post, A. (2010). Introduction to the Bering Glacier System, Alaska/Canada: Early observations and scientiﬁc investigations, and key geographic features. Bering Glacier: Interdisciplinary Studies of Earth's Largest Temperate Surging Glacier, 462, 13.","","","","","","","","","","","","","",""
"NW North America","Alaska","N Coast Ranges","Canada","Salmon Glacier","RGI60-01.06618","82.89","Summit Lake","ice","-130.079713","56.201261","Salmon","1984-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984","Rex Johnston, pers. comm. (2020)","","3112150","15031","1984-07-20","Landsat 5","","2","495687","2981","1984-09-22","Landsat 5","","1",""
"NW North America","Alaska","Alaska Ra (Wrangell/Kilbuck)","USA","Kennicott Glacier","RGI60-01.15645","292.531","Hidden Creek Lake","ice","-143.093834","61.560855","Kennicott","1984-08-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hidden Creek Lake maximum volume ~ 20–30e6 m³ – Walder et al. (2005)","1997","Rickman, R. L., & Rosenkrans, D. S., (1997). Hydrologic conditions and hazards in the Kennicott River basin, Wrangell-St. Elias National Park Preserve, Alaska. Water-Resources Investigations Report.","","","","","","","","","","","","","",""
"NW North America","Alaska","Alaska Ra (Wrangell/Kilbuck)","USA","Triumvirate Glacier","RGI60-01.12425","341.521","Strandline Lake","ice","-151.90163394","61.49179702","","1984-09-14","","","","","","","","700","","","estimated – using contour maps made from photographs","6100","","","estimated – Clague-Mathews Formula","","","","","","","","","","","","","","1985","Sturm, M., & Benson, C. S. (1985). A history of jökulhlaups from Strandline Lake, Alaska, USA. Journal of Glaciology, 31(109), 272-280.","","no image","","","","","","0","0","1984-09-22","Landsat 5","","2",""
"NW North America","Western Canada and USA","S Coast Ranges","Canada","Fyles Glacier","RGI60-02.06472","18.082","Ape Lake","ice","-126.176691","52.096488","Noeick","1984-10-20","","","","","","","","46","","","unknown","1534","","","estimated – at 1 km; Manning-Strickler Method, 1680 with Clague-Mathews Formula","Channel and flood-plain erosion; damage to access roads, bridges, 1 logging camp & 1 airstrip","x","x","","x","x","","","","","","","","1989","Desloges, J. R., Jones, D. P., & Ricker, K. E. (1989). Estimates of peak discharge from the drainage of ice-dammed Ape Lake, British Columbia, Canada. Journal of Glaciology, 35 (121), 349-354.","","2741570","11189","1984-07-31","Landsat 5","","2","1407081","7051","1984-11-11","Landsat 5","","2","after image: lake ice covered"
"NW North America","Western Canada and USA","Cascade Ra and Sa Nevada","USA","Kautz Glacier","RGI60-02.14341","1.659","","ice","-121.77","46.827","","1985-07-20","","","debris flow","","","","","","","","","99","84","114","unknown","debris at trail bridge 1m+","x","","","a","","","","","","","","","1989","W.G. Sikonia (USGS, Tacoma WA) MENTIONED IN Driedger, C. L., & Fountain, A. G. (1989). Glacier outburst floods at Mount Rainier, Washington state, USA. Annals of Glaciology, 13, 51-55.","","","","","","","","","","","","","",""
"NW North America","Alaska","St Elias Mtns","USA","Miles Glacier","RGI60-01.13531","421.012","Van Cleve Lake","ice","-144.408245","60.695872","Copper","1985-08-02","","","","","","","","","","","","4389.11","","","gaged – baseflow removed","","","","","","","","","","","","","","1996","Brabets, T. P. (1996). Geomorphology of the lower Copper River, Alaska (No. 96-500). US Geological Survey.","","","","","","","","","","","","","",""
"NW North America","Alaska","Alaska Ra (Wrangell/Kilbuck)","USA","Kennicott Glacier","RGI60-01.15645","292.531","Hidden Creek Lake","ice","-143.093834","61.560855","Kennicott","1985-08-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hidden Creek Lake maximum volume ~ 20–30e6 m³ – Walder et al. (2005)","1997","Rickman, R. L., & Rosenkrans, D. S., (1997). Hydrologic conditions and hazards in the Kennicott River basin, Wrangell-St. Elias National Park Preserve, Alaska. Water-Resources Investigations Report.","","1021569","5236","1985-07-27","Landsat 5","","2","no image","","","","","",""
"NW North America","Alaska","N Coast Ranges","USA","Lituya Glacier","RGI60-01.21005","48.301","Desolation Lake","ice","-137.604","58.751","Lituya Bay","1985","1985-08-18","1985-09-26","subglacial tunneling","","","","","","","","","","","","","","","","","","","","","","","","","","2022","Georg Veh","","4653323","","1985-08-18","Landsat 5","LT05_060019_19850926","2","3756193","","1986-09-13","Landsat 5","LT05_059019_19850818","2",""
"NW North America","Alaska","W Chugach Mtns (Talkeetna)","USA","Skilak Glacier","RGI60-01.17774","171.454","Skilak lake","ice","-149.944668","60.199099","","1985-11-01","","","","","","","","129.51559294","","","unknown","","","","","","","","","","","","","","","","","","unknown","https://www.weather.gov/aprfc/gdlData?12","","738288","4419","1985-10-11","Landsat 5","","2","no image","","","","","",""
"NW North America","Alaska","W Chugach Mtns (Talkeetna)","USA","Snow","RGI60-01.09061","50.928","Snow","ice","-148.924999","60.482579","","1985-11-21","","","","","","","","159.11915704","","","unknown","339.84","","","gaged","","","","","","","","","","","","","","unknown","https://www.weather.gov/aprfc/gdlData?10","","","","","","","","","","","","","",""
"NW North America","Western Canada and USA","Cascade Ra and Sa Nevada","USA","Nisqually Glacier","RGI60-02.14336","4.444","","water pocket","-121.743","46.796","","1986-06-22","","","water flood; originated at base of active ice","","","","","","","","","1.7","1.7","","unknown","None observed","","","","","","","","","","","","","1989","Driedger, C. L., & Fountain, A. G. (1989). Glacier outburst floods at Mount Rainier, Washington state, USA. Annals of Glaciology, 13, 51-55.","","","","","","","","","","","","","",""
"NW North America","Western Canada and USA","S Coast Ranges","Canada","Fyles Glacier","RGI60-02.06472","18.082","Ape Lake","ice","-126.176691","52.096488","Noeick","1986-08","","","","","","","","46","","","unknown","","","","","","","","","","","","","","","","","","1989","Desloges, J. R., Jones, D. P., & Ricker, K. E. (1989). Estimates of peak discharge from the drainage of ice-dammed Ape Lake, British Columbia, Canada. Journal of Glaciology, 35 (121), 349-354.","","2715782","11243","1986-07-21","Landsat 5","","2","1467107","7803","1986-08-22","Landsat 5","","2",""
"NW North America","Alaska","Alaska Ra (Wrangell/Kilbuck)","USA","Kennicott Glacier","RGI60-01.15645","292.531","Hidden Creek Lake","ice","-143.093834","61.560855","Kennicott","1986-08-06","","","","","","","","67.960432","","","gaged – calculated using flood hydrographs and subtracting out baseflow (Dunne and Leopold, 1978)","382","","","unknown","","","","","","","","","","","","","","1988","Friend, D. A. (1988). Glacial outburst floods of the Kennicott Glacier, Alaska an empirical test: Boulder, Colo., University of Colorado (MA thesis, 74p ). CITED IN Rickman, R. L., & Rosenkrans, D. S., (1997). Hydrologic conditions and hazards in the Kennicott River basin, Wrangell-St. Elias National Park Preserve, Alaska. Water-Resources Investigations Report.","","940909","5215","1986-07-30","Landsat 5","","2","0","0","1986-09-16","Landsat 5","","1",""
"NW North America","Alaska","N Coast Ranges","USA","Lituya Glacier","RGI60-01.21005","48.301","Desolation Lake","ice","-137.604","58.751","Lituya Bay","1986","1986-08-21","1986-09-13","subglacial tunneling","","","","","","","","","","","","","","","","","","","","","","","","","","2022","Georg Veh","","4948298","","1986-08-21","Landsat 5","LT05_059019_19860821","2","4100762","","1986-09-13","Landsat 5","LT05_060019_19860913","2",""
"NW North America","Alaska","St Elias Mtns","Canada","Kaskawulsh Glacier","RGI60-01.16201","1053.721","Kaskawulsh Lake","ice","-139.135408","60.778189","","1986-09-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1989","Kasper, J.N. (1989). An ice-dammed lake in the St. Elias Range, southwestern Yukon Territory: water balance, physical limnology ice dynamics and sedimentary processes. National Library of Canada, Ottawa.","","871216","7648","1986-07-25","Landsat 5","","2","0","0","1986-09-11","Landsat 5","","2",""
"NW North America","Western Canada and USA","Cascade Ra and Sa Nevada","USA","Kautz Glacier","RGI60-02.14341","1.659","","water pocket","-121.77","46.827","","1986-09-03","","","debris flow","","","","","","","","","99","84","114","unknown","debris at trail bridge 1m+","x","","","a","","","","","","","","","1989","K. Scott (USGS, Vancouver, WA) CITED IN Driedger, C. L., & Fountain, A. G. (1989). Glacier outburst floods at Mount Rainier, Washington state, USA. Annals of Glaciology, 13, 51-55.","","","","","","","","","","","","","",""
"NW North America","Alaska","St Elias Mtns","USA","Steller Glacier","RGI60-01.14883","743.599","Berg Lake","ice","-143.80331","60.403511","","1986-09-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010","Molnia, B. F., & Post, A. (2010). Introduction to the Bering Glacier System, Alaska/Canada: Early observations and scientiﬁc investigations, and key geographic features. Bering Glacier: Interdisciplinary Studies of Earth's Largest Temperate Surging Glacier, 462, 13.","","27410160","37006","1986-09-09","Landsat 5","","2","17863905","28476","1986-09-25","Landsat 5","","2",""
"NW North America","Alaska","St Elias Mtns","USA","Miles Glacier","RGI60-01.13531","421.012","Van Cleve Lake","ice","-144.408245","60.695872","","1986","1986-09-25","1986-10-27","","","","","","959.58113","","","estimated using satellite imagery and arctic DEM","","","","","","","","","","","","","","","","","","2021","Fabian Groscurth, pers comm. (2021)","","15043070","23626","1986-09-25","Landsat 5","","2","0","0","1986-10-27","Landsat 5","","2",""
"NW North America","Alaska","W Chugach Mtns (Talkeetna)","USA","Nelchina Glacier","RGI60-01.10683","237.897","Nelchina-south (n247)","ice","-146.886649","61.664544","Nelchina River","1986-08","1986-08-13","1986-08-29","","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","2598345","","1986-08-13","Landsat 5","1986-08-13-00_00_1986-08-13-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1986-08-29","Landsat 5","1986-08-29-00_00_1986-08-29-23_59_Landsat_4-5_TM_L2_False_color","1","Lake area after covered with icebergs, but very likely empty"
"NW North America","Alaska","St Elias Mtns","USA","Hubbard Glacier","RGI60-01.14443","2834.493","Russell Fjord","ice","-139.478","59.993","","1986-10-08","","","overtopping by fjord water","","","","","5410","","","estimated","105000","","","estimated from lake height/volume changes","","","","","","","","","","","","","","1989","Mayo, L. (1989). Advance of Hubbard Glacier and 1986 Outburst of Russel Fjord, Alaska, U.S.A. Annals of Glaciology, 13, 189-194.","","216030287","223882","1986-09-11","Landsat 5","","2","191706116","181801","1986-10-29","Landsat 5","","1",""
"NW North America","Western Canada and USA","Cascade Ra and Sa Nevada","USA","South Tahoma Glacier","RGI60-02.14352","2.82","","water pocket","-121.805","46.824","","1986-10-26","","","debris flow; subglacial cavity connection at high pressure to low pressure drainage system","","","","","","","","","1000","","","unknown","trail bridge, picnic areas","x","a","","a","","","","","","","","","1989","K. Scott (USGS, Vancouver, WA) CITED IN Driedger, C. L., & Fountain, A. G. (1989). Glacier outburst floods at Mount Rainier, Washington state, USA. Annals of Glaciology, 13, 51-55.","","","","","","","","","","","","","",""
"NW North America","Alaska","Alaska Ra (Wrangell/Kilbuck)","USA","Kennicott Glacier","RGI60-01.15645","292.531","Hidden Creek Lake","ice","-143.093834","61.560855","Kennicott","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hidden Creek Lake maximum volume ~ 20–30e6 m³ – Walder et al. (2005)","1997","Rickman, R. L., & Rosenkrans, D. S., (1997). Hydrologic conditions and hazards in the Kennicott River basin, Wrangell-St. Elias National Park Preserve, Alaska. Water-Resources Investigations Report.","","","","","","","","","","","","","",""
"NW North America","Western Canada and USA","Cascade Ra and Sa Nevada","USA","South Tahoma Glacier","RGI60-02.14352","2.82","","water pocket","-121.805","46.824","","1987-06-29","","","debris flow; subglacial cavity connection at high pressure to low pressure drainage system","","","","","","","","","1000","","","estimated","rocks thrown over trail bridge 20m above stream bed; 1 to 2m of mud deposited in picnic area. Levees constructed 3 to 4m over stream level. Destroyed picnic area.","x","x","","","","","","","","","","","1989","J. Fielding & M. Starkey – park visitors CITED IN Driedger, C. L., & Fountain, A. G. (1989). Glacier outburst floods at Mount Rainier, Washington state, USA. Annals of Glaciology, 13, 51-55.","","","","","","","","","","","","","",""
"NW North America","Alaska","W Chugach Mtns (Talkeetna)","USA","Tazlina Glacier","RGI60-01.10778","373.04","Big Lake","ice","-146.620789","61.59664","","1987-08","1987-08-09","1987-08-16","","","","","","389.884574","","","estimated using satellite imagery and arctic DEM","","","","","","","","","","","","","","","","","","2021","Fabian Groscurth, pers comm. (2021)","","6399219","17285","1987-08-09","Landsat 5","","2","0","0","1987-08-16","Landsat 5","","2",""
